age,job,marital,education,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
33.0,technician,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,married,professional.course,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,management,married,basic.9y,yes,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,technician,married,professional.course,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,admin.,single,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
41.0,housemaid,married,basic.6y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,professional.course,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,blue-collar,married,basic.6y,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,professional.course,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
51.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
51.0,admin.,married,university.degree,unknown,unknown,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,admin.,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,single,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,blue-collar,married,high.school,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
59.0,retired,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
38.0,management,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,admin.,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
38.0,management,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,technician,married,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
43.0,admin.,married,university.degree,no,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,yes
47.0,services,married,high.school,yes,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,services,single,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
58.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
58.0,admin.,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,technician,single,university.degree,yes,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
51.0,admin.,single,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,admin.,married,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,technician,divorced,professional.course,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
38.0,management,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,blue-collar,married,basic.9y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
36.0,admin.,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
56.0,admin.,married,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,technician,married,professional.course,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
40.0,management,married,high.school,no,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,divorced,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,technician,married,professional.course,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,services,married,basic.4y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,admin.,single,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,services,married,basic.4y,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
55.0,entrepreneur,divorced,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,technician,married,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,single,professional.course,yes,yes,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
40.0,technician,married,professional.course,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
42.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,admin.,single,university.degree,yes,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,married,university.degree,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,yes
42.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,divorced,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,divorced,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
42.0,unemployed,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
58.0,admin.,married,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
48.0,unemployed,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
42.0,admin.,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,admin.,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
48.0,management,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
36.0,admin.,divorced,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,admin.,single,university.degree,yes,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
41.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,married,high.school,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,married,high.school,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
41.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,technician,single,university.degree,unknown,unknown,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,self-employed,married,basic.6y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
40.0,technician,married,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,single,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,technician,married,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
55.0,technician,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,technician,married,professional.course,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,blue-collar,married,basic.4y,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,blue-collar,married,basic.9y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,unknown,unknown,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,married,university.degree,no,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
50.0,admin.,married,university.degree,yes,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,yes
39.0,admin.,divorced,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,technician,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
40.0,management,married,high.school,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
40.0,management,married,high.school,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,management,married,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,admin.,single,university.degree,yes,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,technician,married,high.school,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
59.0,blue-collar,married,basic.4y,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,admin.,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,yes
34.0,technician,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,blue-collar,married,basic.6y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,admin.,married,high.school,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,admin.,single,university.degree,yes,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,yes
39.0,technician,married,professional.course,yes,yes,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,yes
58.0,retired,married,basic.4y,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,technician,married,professional.course,yes,yes,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,admin.,single,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,management,married,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
56.0,admin.,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
53.0,admin.,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,services,married,basic.4y,yes,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
60.0,retired,married,basic.9y,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,yes
32.0,admin.,single,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
50.0,services,married,high.school,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,yes
55.0,technician,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,divorced,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,single,professional.course,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,professional.course,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
58.0,admin.,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,university.degree,yes,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,management,married,basic.9y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,admin.,married,high.school,no,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,yes
32.0,technician,married,university.degree,yes,yes,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
48.0,admin.,married,high.school,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,blue-collar,married,basic.9y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,blue-collar,married,basic.9y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,blue-collar,married,basic.9y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,entrepreneur,married,unknown,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,entrepreneur,married,unknown,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
40.0,management,married,high.school,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,yes
34.0,entrepreneur,married,unknown,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,blue-collar,married,basic.4y,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,unemployed,married,basic.9y,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,self-employed,single,university.degree,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,blue-collar,married,basic.6y,no,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
52.0,admin.,divorced,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
47.0,admin.,married,professional.course,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
37.0,technician,married,professional.course,yes,yes,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,unknown,married,basic.6y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,unknown,high.school,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,single,high.school,no,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,management,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,housemaid,married,basic.6y,no,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,blue-collar,married,basic.6y,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,management,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
41.0,housemaid,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,technician,divorced,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,technician,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
51.0,management,married,high.school,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
49.0,blue-collar,married,basic.9y,no,yes,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,entrepreneur,married,professional.course,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,management,married,university.degree,no,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
48.0,admin.,married,university.degree,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
59.0,self-employed,married,basic.9y,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,single,professional.course,yes,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
36.0,admin.,unknown,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
37.0,technician,single,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
36.0,admin.,unknown,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
55.0,housemaid,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
41.0,technician,married,professional.course,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
49.0,blue-collar,married,basic.4y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,management,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,yes
33.0,technician,married,professional.course,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,admin.,single,university.degree,yes,yes,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,blue-collar,married,basic.4y,yes,yes,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,blue-collar,single,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,technician,married,professional.course,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,yes
29.0,admin.,single,high.school,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,admin.,single,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
37.0,admin.,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
29.0,technician,single,high.school,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,admin.,married,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
51.0,blue-collar,married,basic.9y,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,retired,married,basic.4y,yes,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
59.0,blue-collar,married,basic.4y,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
52.0,blue-collar,married,basic.6y,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
54.0,technician,married,university.degree,yes,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,management,married,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,admin.,single,university.degree,no,no,aug,wed,1,999,0,nonexistent,-36.1,4.965,5228.1,no
56.0,retired,married,university.degree,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
39.0,admin.,divorced,university.degree,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
44.0,technician,divorced,professional.course,yes,yes,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,single,university.degree,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,entrepreneur,married,professional.course,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
51.0,blue-collar,married,basic.9y,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
46.0,retired,married,basic.9y,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,married,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
51.0,management,married,high.school,yes,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,management,married,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
57.0,technician,single,university.degree,yes,no,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
30.0,admin.,married,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,single,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
59.0,retired,married,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,blue-collar,married,high.school,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,admin.,married,university.degree,yes,yes,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
55.0,technician,divorced,professional.course,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
34.0,admin.,single,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,technician,single,university.degree,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,admin.,married,university.degree,no,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
59.0,blue-collar,married,basic.4y,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
48.0,technician,married,high.school,no,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,management,married,university.degree,yes,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,blue-collar,married,basic.6y,no,yes,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
42.0,technician,single,university.degree,yes,yes,aug,wed,6,999,0,nonexistent,-36.1,4.965,5228.1,no
31.0,technician,single,professional.course,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
35.0,technician,single,professional.course,yes,no,aug,wed,3,999,0,nonexistent,-36.1,4.965,5228.1,no
32.0,technician,single,university.degree,yes,no,aug,wed,5,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,management,married,university.degree,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
45.0,admin.,single,university.degree,no,no,aug,wed,2,999,0,nonexistent,-36.1,4.965,5228.1,no
58.0,blue-collar,married,basic.9y,no,no,aug,wed,4,999,0,nonexistent,-36.1,4.965,5228.1,no
33.0,technician,married,university.degree,no,no,aug,thu,2,999,0,nonexistent,-36.1,4.964,5228.1,no
50.0,technician,single,university.degree,yes,no,aug,thu,5,999,0,nonexistent,-36.1,4.964,5228.1,no
32.0,technician,single,university.degree,no,yes,aug,thu,6,999,0,nonexistent,-36.1,4.964,5228.1,no
33.0,technician,married,high.school,no,no,aug,thu,4,999,0,nonexistent,-36.1,4.964,5228.1,no
44.0,services,married,high.school,no,no,aug,thu,3,999,0,nonexistent,-36.1,4.964,5228.1,no
49.0,admin.,married,high.school,no,no,aug,thu,2,999,0,nonexistent,-36.1,4.964,5228.1,no
33.0,technician,single,professional.course,no,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
53.0,services,married,high.school,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
32.0,management,married,university.degree,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
48.0,entrepreneur,married,basic.4y,no,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
32.0,technician,single,professional.course,no,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
33.0,technician,single,professional.course,no,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
52.0,blue-collar,married,basic.4y,no,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
45.0,blue-collar,married,basic.6y,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
34.0,technician,single,university.degree,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
34.0,technician,single,university.degree,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
30.0,admin.,married,university.degree,yes,yes,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
33.0,admin.,single,university.degree,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
39.0,technician,married,professional.course,yes,no,aug,thu,3,999,0,nonexistent,-36.1,4.964,5228.1,no
30.0,admin.,married,university.degree,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
33.0,technician,single,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
57.0,technician,married,university.degree,no,no,aug,thu,2,999,0,nonexistent,-36.1,4.964,5228.1,no
42.0,admin.,married,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
42.0,admin.,married,professional.course,no,yes,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
42.0,admin.,married,professional.course,yes,yes,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
42.0,admin.,married,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
30.0,unknown,divorced,university.degree,no,yes,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,yes,no,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,yes
31.0,admin.,single,high.school,yes,no,aug,thu,2,999,0,nonexistent,-36.1,4.964,5228.1,no
31.0,technician,single,professional.course,yes,no,aug,thu,3,999,0,nonexistent,-36.1,4.964,5228.1,no
35.0,technician,single,professional.course,yes,yes,aug,thu,1,999,0,nonexistent,-36.1,4.964,5228.1,no
